day_order,day,tray_no,tray,row,column,cell_number,green_pixels,cell_pixels,green_cover_pct,emerged_proxy,microbe_status,stress_type,assigned_environment,treatment_group,design_group,actual_environment,watering_regime
1,Day 1,1,Tray 1,1,1,1,0,8464,0.0,0,No Microbe,Ideal,Inside,No Microbe | Ideal,No Microbe | Ideal | Inside,Inside,Always watered
1,Day 1,3,Tray 3,3,4,24,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,3,5,25,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,3,6,26,3,8464,0.03544423440453686,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,3,7,27,3,8464,0.03544423440453686,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,3,8,28,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,3,9,29,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,3,10,30,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,4,1,31,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,4,2,32,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,4,3,33,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,4,4,34,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,4,5,35,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,4,6,36,8,8464,0.0945179584120983,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,4,7,37,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,4,8,38,2,8464,0.023629489603024575,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,4,9,39,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,4,10,40,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,5,1,41,1,8464,0.011814744801512287,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,5,2,42,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,5,3,43,1,8464,0.011814744801512287,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,5,4,44,1,8464,0.011814744801512287,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,5,5,45,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,5,6,46,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,5,7,47,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,5,8,48,6,8464,0.07088846880907372,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,5,9,49,2,8464,0.023629489603024575,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,5,10,50,2,8464,0.023629489603024575,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,6,1,51,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,6,2,52,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,6,3,53,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,6,4,54,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,6,5,55,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,6,6,56,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,6,7,57,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,6,8,58,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,6,9,59,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,6,10,60,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,7,1,61,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,7,2,62,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,7,3,63,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,7,4,64,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,7,5,65,2,8464,0.023629489603024575,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,7,6,66,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,7,7,67,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,7,8,68,1,8464,0.011814744801512287,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,7,9,69,0,8464,0.0,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,3,Tray 3,7,10,70,1,8464,0.011814744801512287,0,No Microbe,Moisture,Outside,No Microbe | Moisture,No Microbe | Moisture | Outside,Outside,Moisture treatment
1,Day 1,4,Tray 4,1,1,1,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,1,2,2,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,1,3,3,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,1,4,4,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,1,5,5,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,1,6,6,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,1,7,7,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,1,8,8,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,1,9,9,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,1,10,10,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,2,1,11,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,2,2,12,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,2,3,13,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,2,4,14,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,2,5,15,5,8464,0.05907372400756144,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,2,6,16,71,8464,0.8388468809073724,1,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,2,7,17,1,8464,0.011814744801512287,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,2,8,18,8,8464,0.0945179584120983,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,2,9,19,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,2,10,20,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,3,1,21,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,3,2,22,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,3,3,23,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,3,4,24,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,3,5,25,12,8464,0.14177693761814744,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,3,6,26,5,8464,0.05907372400756144,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,3,7,27,1,8464,0.011814744801512287,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,3,8,28,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,3,9,29,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,3,10,30,1,8464,0.011814744801512287,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,4,1,31,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,4,2,32,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,4,3,33,2,8464,0.023629489603024575,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,4,4,34,1,8464,0.011814744801512287,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,4,5,35,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,4,6,36,10,8464,0.11814744801512288,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,4,7,37,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,4,8,38,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,4,9,39,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,4,10,40,3,8464,0.03544423440453686,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,5,1,41,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,5,2,42,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,5,3,43,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,5,4,44,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,5,5,45,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,5,6,46,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,5,7,47,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,5,8,48,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,5,9,49,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,5,10,50,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,6,1,51,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,6,2,52,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,6,3,53,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,6,4,54,1,8464,0.011814744801512287,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,6,5,55,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,6,6,56,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,6,7,57,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,6,8,58,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,6,9,59,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,6,10,60,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,7,1,61,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,7,2,62,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,7,3,63,1,8464,0.011814744801512287,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,7,4,64,7,8464,0.08270321361058601,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,7,5,65,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,7,6,66,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,7,7,67,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,7,8,68,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,7,9,69,0,8464,0.0,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,4,Tray 4,7,10,70,1,8464,0.011814744801512287,0,No Microbe,Heat,Alternating,No Microbe | Heat,No Microbe | Heat | Alternating,Inside,Always watered
1,Day 1,5,Tray 5,1,1,1,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,1,2,2,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,1,3,3,1,8464,0.011814744801512287,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,1,4,4,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,1,5,5,1,8464,0.011814744801512287,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,1,6,6,3,8464,0.03544423440453686,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,1,7,7,4,8464,0.04725897920604915,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,1,8,8,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,1,9,9,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,1,10,10,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,2,1,11,1,8464,0.011814744801512287,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,2,2,12,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,2,3,13,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,2,4,14,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,2,5,15,1,8464,0.011814744801512287,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,2,6,16,1,8464,0.011814744801512287,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,2,7,17,4,8464,0.04725897920604915,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,2,8,18,1,8464,0.011814744801512287,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,2,9,19,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,2,10,20,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,3,1,21,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,3,2,22,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,3,3,23,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,3,4,24,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,3,5,25,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,3,6,26,10,8464,0.11814744801512288,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,3,7,27,6,8464,0.07088846880907372,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,3,8,28,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,3,9,29,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,3,10,30,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,4,1,31,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,4,2,32,3,8464,0.03544423440453686,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,4,3,33,1,8464,0.011814744801512287,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,4,4,34,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,4,5,35,2,8464,0.023629489603024575,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,4,6,36,5,8464,0.05907372400756144,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,4,7,37,3,8464,0.03544423440453686,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,4,8,38,28,8464,0.33081285444234404,1,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,4,9,39,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,4,10,40,1,8464,0.011814744801512287,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,5,1,41,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,5,2,42,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,5,3,43,4,8464,0.04725897920604915,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,5,4,44,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,5,5,45,1,8464,0.011814744801512287,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,5,6,46,1,8464,0.011814744801512287,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
1,Day 1,5,Tray 5,5,7,47,0,8464,0.0,0,Microbe,Moisture,Inside,Microbe | Moisture,Microbe | Moisture | Inside,Inside,Moisture treatment
