section,relative_path,file_name,suffix,size_kb
10_Report_Figure_Package,10_Report_Figure_Package\figures\07_MS_Vegetation_Indices_Day_01_Tray_11_indices.png,07_MS_Vegetation_Indices_Day_01_Tray_11_indices.png,.png,1705.66
10_Report_Figure_Package,10_Report_Figure_Package\figures\07_MS_Vegetation_Indices_Day_01_Tray_12_indices.png,07_MS_Vegetation_Indices_Day_01_Tray_12_indices.png,.png,1628.17
10_Report_Figure_Package,10_Report_Figure_Package\figures\08_MS_Treatment_Comparison_mean_gndvi_by_actual_environment.png,08_MS_Treatment_Comparison_mean_gndvi_by_actual_environment.png,.png,64.76
10_Report_Figure_Package,10_Report_Figure_Package\figures\08_MS_Treatment_Comparison_mean_gndvi_by_microbe_and_stress.png,08_MS_Treatment_Comparison_mean_gndvi_by_microbe_and_stress.png,.png,91.32
10_Report_Figure_Package,10_Report_Figure_Package\figures\08_MS_Treatment_Comparison_mean_ndre_by_actual_environment.png,08_MS_Treatment_Comparison_mean_ndre_by_actual_environment.png,.png,61.81
10_Report_Figure_Package,10_Report_Figure_Package\figures\08_MS_Treatment_Comparison_mean_ndre_by_microbe_and_stress.png,08_MS_Treatment_Comparison_mean_ndre_by_microbe_and_stress.png,.png,91.14
10_Report_Figure_Package,10_Report_Figure_Package\figures\08_MS_Treatment_Comparison_mean_ndvi_by_actual_environment.png,08_MS_Treatment_Comparison_mean_ndvi_by_actual_environment.png,.png,55.92
10_Report_Figure_Package,10_Report_Figure_Package\figures\08_MS_Treatment_Comparison_mean_ndvi_by_microbe_and_stress.png,08_MS_Treatment_Comparison_mean_ndvi_by_microbe_and_stress.png,.png,97.81
10_Report_Figure_Package,10_Report_Figure_Package\report_figure_manifest.csv,report_figure_manifest.csv,.csv,6.42
10_Report_Figure_Package,10_Report_Figure_Package\reports\crop_quality_check.csv,crop_quality_check.csv,.csv,3.03
10_Report_Figure_Package,10_Report_Figure_Package\reports\day_completeness.csv,day_completeness.csv,.csv,0.08
10_Report_Figure_Package,10_Report_Figure_Package\reports\manual_emergence_validation_template.csv,manual_emergence_validation_template.csv,.csv,59.31
10_Report_Figure_Package,10_Report_Figure_Package\reports\microbe_minus_no_microbe_effects.csv,microbe_minus_no_microbe_effects.csv,.csv,1.88
10_Report_Figure_Package,10_Report_Figure_Package\reports\rgb_ms_correlations.csv,rgb_ms_correlations.csv,.csv,1.05
10_Report_Figure_Package,10_Report_Figure_Package\reports\third_trial_complete_results.xlsx,third_trial_complete_results.xlsx,.xlsx,21.94
10_Report_Figure_Package,10_Report_Figure_Package\reports\third_trial_daily_synthesis.csv,third_trial_daily_synthesis.csv,.csv,3.47
10_Report_Figure_Package,10_Report_Figure_Package\reports\third_trial_master_summary.csv,third_trial_master_summary.csv,.csv,4.89
10_Report_Figure_Package,10_Report_Figure_Package\reports\third_trial_multispectral_analysis.xlsx,third_trial_multispectral_analysis.xlsx,.xlsx,262.06
10_Report_Figure_Package,10_Report_Figure_Package\reports\third_trial_rgb_analysis.xlsx,third_trial_rgb_analysis.xlsx,.xlsx,58.84
10_Report_Figure_Package,10_Report_Figure_Package\reports\third_trial_tray_design.csv,third_trial_tray_design.csv,.csv,1.06
10_Report_Figure_Package,10_Report_Figure_Package\Third_Trial_Report_Package.zip,Third_Trial_Report_Package.zip,.zip,21375.91
